gid,gnd_n,gnd_c,prov_c,dis_c,dsd_c,ghs_count,ghs_sum,ghs_mean
"7420",Thalgamuwa,"9209150","9","92","9209",1571,1771,1.12730744748568
"7421",Thalgaspitiya,"9209225","9","92","9209",1044,1044,1
"7422",Thalgaspitiya Muslimgama,"9209220","9","92","9209",836,2736,3.27272727272727
"7423",Thelleka,"9209230","9","92","9209",941,941,1
"7424",Udagama,"9209245","9","92","9209",1263,1363,1.07917656373713
"11701",Thalahena South,"1109140","1","11","1109",377,31977,84.8196286472149
"7425",Uduwewela,"9209020","9","92","9209",999,1199,1.2002002002002
"7427",Vilpola,"9209170","9","92","9209",843,5343,6.33807829181495
"11704",Thaldiyawala,"1109210","1","11","1109",1176,36176,30.7619047619048
"7428",Waharakgoda,"9209050","9","92","9209",499,1699,3.40480961923848
"7430",Wattegedara,"9209090","9","92","9209",1716,1716,1
"13528",Thudugala East,"1327125","1","13","1327",2734,9934,3.63350402340892
"7429",Wakirigala,"9209010","9","92","9209",1587,1987,1.25204788909893
"7431",Yodhagama,"9209295","9","92","9209",956,1056,1.10460251046025
"7432",Alawathura,"9224030","9","92","9224",4430,7130,1.60948081264108
"7440",Higgoda,"9224015","9","92","9224",1135,1135,1
"7433",Ambamalla,"9224135","9","92","9224",2676,3176,1.18684603886398
"7434",Ambuwakka,"9224035","9","92","9224",2811,2811,1
"7466",Daigala,"9230010","9","92","9230",2879,2879,1
"7435",Ampagala,"9224120","9","92","9224",2192,3592,1.63868613138686
"7436",Bulathkohupitiya,"9224055","9","92","9224",1259,3359,2.66799046862589
"7484",Madola,"9230135","9","92","9230",1978,22678,11.4651162790698
"13530",Ukwatta,"1327010","1","13","1327",714,3414,4.78151260504202
"7686",Molligoda,"9206205","9","92","9206",1157,1257,1.08643042350907
"7437",Dedugala,"9224075","9","92","9224",4035,4035,1
"7438",Getiyamulla,"9224010","9","92","9224",2398,2998,1.25020850708924
"7439",Haloluwa,"9224040","9","92","9224",2100,2100,1
"7441",Kabagamuwa,"9224025","9","92","9224",1734,2334,1.34602076124567
"7442",Kanangamuwa,"9224005","9","92","9224",1645,1745,1.06079027355623
"7467",Debegama,"9230095","9","92","9230",3777,4277,1.13238019592269
"7443",Kendawa,"9224095","9","92","9224",2258,3058,1.35429583702392
"7451",Punehela,"9224110","9","92","9224",2846,5046,1.77301475755446
"12750",Manaveriya,"1206010","1","12","1206",582,26782,46.0171821305842
"12751",Mookalangamuwa East,"1206340","1","12","1206",274,23174,84.5766423357664
"13251",Pattiyawala,"1218070","1","12","1218",5012,47712,9.5195530726257
"7445",Lewala,"9224050","9","92","9224",4906,17206,3.5071341214839
"7452",Puspane,"9224020","9","92","9224",2052,2152,1.04873294346979
"7446",Narangala,"9224100","9","92","9224",4639,4939,1.06466910972192
"7470",Elavulla,"9230195","9","92","9230",4396,4596,1.04549590536852
"7447",Neluwakkana,"9224085","9","92","9224",5650,5650,1
"7453",Rangalla,"9224060","9","92","9224",2811,3211,1.14229811454998
"13265",Evariwatta,"1333025","1","13","1333",2370,2470,1.042194092827
"13284",Pinnagoda,"1333090","1","13","1333",1640,1640,1
"12032",Seethawaka,"1115140","1","11","1115",571,9171,16.061295971979
"7462",Atulugamwela,"9230055","9","92","9230",593,1993,3.36087689713322
"7448",Nevismiyar Ihala,"9224065","9","92","9224",4798,4798,1
"7485",Magammana,"9230020","9","92","9230",443,2643,5.96613995485327
"13531",Wadugama,"1327150","1","13","1327",2243,9743,4.34373606776638
"7450",Pelempitiya,"9224080","9","92","9224",12155,13155,1.08227067050597
"7461",Atulugama,"9230060","9","92","9230",2430,14530,5.97942386831276
"7455",Udapotha,"9224090","9","92","9224",3012,3312,1.0996015936255
"7456",Uduwa,"9224070","9","92","9224",4846,4846,1
"7465",Boralankada,"9230035","9","92","9230",7799,7999,1.02564431337351
"7457",Urumeewala,"9224105","9","92","9224",2514,3214,1.27844073190135
"7458",Wegalla,"9224045","9","92","9224",2958,3558,1.20283975659229
"12757",Raddolugama North,"1206305","1","12","1206",57,5757,101
"12754",Muthuwadiya,"1206250","1","12","1206",521,5121,9.82917466410749
"7459",Algoda,"9230105","9","92","9230",3958,4258,1.07579585649318
"13532",Wattahena,"1327140","1","13","1327",3435,4235,1.23289665211063
"7460",Ambalampitiya,"9230175","9","92","9230",3173,3173,1
"7463",Batangala,"9230115","9","92","9230",7587,8087,1.06590220113352
"7464",Bomaluwa,"9230145","9","92","9230",2239,2539,1.13398838767307
"7679",Mahanthegama,"9206225","9","92","9206",1739,1739,1
"7468",Dehiovita,"9230050","9","92","9230",2275,16475,7.24175824175824
"7469",Dikella,"9230040","9","92","9230",8875,10675,1.20281690140845
"7471",Eluwana,"9230015","9","92","9230",1701,2501,1.47031158142269
"11818",Mulleriyawa North,"1106075","1","11","1106",910,86710,95.2857142857143
"7472",Epalapitiya,"9230080","9","92","9230",1204,7004,5.8172757475083
"7473",Galabalana Kanda,"9230125","9","92","9230",1437,1537,1.06958942240779
"8702",Heenatiya North,"3106155","3","31","3106",230,8730,37.9565217391304
"12756",Pahala Kandawala,"1206070","1","12","1206",999,8399,8.40740740740741
"7474",Godagampala,"9230170","9","92","9230",6592,7492,1.13652912621359
"12758",Raddolugama North A,"1206300","1","12","1206",75,7175,95.6666666666667
"12761",Raddoluwa North,"1206320","1","12","1206",838,16438,19.6157517899761
"7475",Hinguralakanda East,"9230110","9","92","9230",4552,4852,1.06590509666081
"7476",Hinguralakanda West,"9230160","9","92","9230",3691,3891,1.0541858574912
"7478",Imbulpitiya,"9230190","9","92","9230",5416,5416,1
"13893",Bazaar West,"1303200","1","13","1303",141,12841,91.0709219858156
"7479",Kahanavita,"9230045","9","92","9230",1920,2520,1.3125
"7480",Kanangama,"9230025","9","92","9230",7408,10108,1.36447084233261
"12759",Raddolugama South,"1206310","1","12","1206",74,7374,99.6486486486486
"7481",kelegama,"9230065","9","92","9230",2436,2436,1
"7483",Madagammana,"9230180","9","92","9230",2752,2752,1
"7486",Maniyangama,"9230130","9","92","9230",1484,1584,1.06738544474394
"7487",Napawala,"9230070","9","92","9230",2007,6407,3.19232685600399
"12113",Haggalla East,"1227455","1","12","1227",349,849,2.43266475644699
"7488",Pahala Thaldoowa,"9230085","9","92","9230",1550,16550,10.6774193548387
"7490",Pannila,"9230185","9","92","9230",4523,4523,1
"12763",Raddoluwa West,"1206325","1","12","1206",516,34916,67.6666666666667
"12764",Seeduwa,"1206330","1","12","1206",895,52695,58.877094972067
"7491",Pukunuwala,"9230165","9","92","9230",4142,4142,1
"13533",Wellatha,"1327130","1","13","1327",2254,6854,3.04081632653061
"11881",Idama,"1133115","1","11","1133",356,28156,79.0898876404494
"7492",Rangegama,"9230150","9","92","9230",4728,4928,1.04230118443316
"7493",Thimbiripola,"9230100","9","92","9230",4337,7137,1.64560756283145
"7532",Ballapana Udabage,"9215105","9","92","9215",563,1063,1.88809946714032
"7494",Uduvila,"9230075","9","92","9230",1993,2593,1.30105368790768
"7495",Viharakanda,"9230120","9","92","9230",1335,1535,1.1498127340824
"7496",Walpola,"9230030","9","92","9230",6833,9233,1.35123664569003
"7497",Welangalla,"9230140","9","92","9230",3518,6718,1.90960773166572
"7498",Anhettigama,"9233055","9","92","9233",3121,3221,1.03204101249599
"7499",Ballahela,"9233005","9","92","9233",3889,3889,1
"7500",Basnagala,"9233025","9","92","9233",3943,5043,1.27897539944205
"7501",Behenella,"9233010","9","92","9233",5484,5484,1
"12765",Sellakanda,"1206115","1","12","1206",589,45589,77.4006791171477
"7502",Demeda,"9233110","9","92","9233",2194,2194,1
"13534",Aramanagolla,"1309230","1","13","1309",1425,18525,13
"7509",Lassegama,"9233050","9","92","9233",3674,4374,1.19052803483941
"7505",Dikellakanda,"9233130","9","92","9233",21079,27079,1.28464348403625
"7525",Ampe,"9215240","9","92","9215",1653,11353,6.8681185722928
"7506",Dodawatta,"9233020","9","92","9233",7029,7729,1.09958742353108
"13556",Kanewala,"1309245","1","13","1309",571,2871,5.02802101576182
"7507",Keerihena,"9233030","9","92","9233",3293,3293,1
"7508",Kosgahakanda,"9233115","9","92","9233",6587,6587,1
"12136",Karasnagala,"1227410","1","12","1227",1688,1788,1.05924170616114
"11890",Koralawella Eest,"1133175","1","11","1133",302,18702,61.9271523178808
"12778",Dippitigoda,"1236070","1","12","1236",290,22390,77.2068965517241
"12766",Thempala,"1206270","1","12","1206",668,11868,17.7664670658683
"12767",Thimbirigaskatuwa,"1206110","1","12","1206",746,48446,64.941018766756
"7514",Nilwala,"9233015","9","92","9233",5644,5644,1
"7510",Magala,"9233125","9","92","9233",14526,14626,1.0068842076277
"7516",Pandaha,"9233065","9","92","9233",6799,6799,1
"7511",Maliboda,"9233075","9","92","9233",15574,16174,1.03852574804161
"7512",Miyanavita,"9233090","9","92","9233",3698,4398,1.18929150892374
"7515",Panakoora,"9233060","9","92","9233",2474,2674,1.08084074373484
"7540",Edurapotha East,"9215060","9","92","9215",968,3268,3.37603305785124
"11916",Angampitiya,"1118110","1","11","1118",1534,5934,3.86831812255541
"7524",Alawala,"9215160","9","92","9215",966,1066,1.10351966873706
"7517",Poddenikanda,"9233080","9","92","9233",6229,6529,1.04816182372773
"11971",Vihara,"1131050","1","11","1131",493,49793,101
"7520",Udabage,"9233035","9","92","9233",8553,8553,1
"7518",Polgaswatta,"9233070","9","92","9233",4668,4768,1.02142245072836
"7519",Rasnakkanda,"9233100","9","92","9233",3265,3365,1.03062787136294
"12178",Opathella,"1227695","1","12","1227",1060,1660,1.56603773584906
"7521",Udapola,"9233105","9","92","9233",3581,3581,1
"7522",Wattegedera,"9233040","9","92","9233",5717,11717,2.04950148679377
"7523",Yatiwala,"9233120","9","92","9233",4937,5637,1.14178651002633
"7526",Arandara,"9215175","9","92","9215",2891,5191,1.79557246627465
"7528",Asideniya,"9215115","9","92","9215",1326,4326,3.26244343891403
"7541",Edurapotha West,"9215050","9","92","9215",817,1517,1.85679314565483
"13535",Batuvita North,"1309145","1","13","1309",1436,1536,1.06963788300836
"7529",Atala,"9215220","9","92","9215",3428,6528,1.90431738623104
"7687",Muruthawala,"9206085","9","92","9206",810,10410,12.8518518518519
"7530",Atugoda,"9215135","9","92","9215",2048,2248,1.09765625
"12195",Ranpokunagama,"1227220","1","12","1227",158,6358,40.2405063291139
"7534",Batuwatta,"9215015","9","92","9215",1878,2478,1.31948881789137
"12211",Thihariyagama,"1227340","1","12","1227",312,19712,63.1794871794872
"7535",Bisowela,"9215125","9","92","9215",2720,17720,6.51470588235294
"12198",Ranpokunagama C Zone,"1227230","1","12","1227",27,2327,86.1851851851852
"11950",Siyambalawa,"1118035","1","11","1118",1682,3182,1.89179548156956
"13536",Batuvita South,"1309175","1","13","1309",1050,3250,3.09523809523809
"7542",Galigamuwa,"9215100","9","92","9215",1671,7271,4.35128665469779
"7536",Boyagoda,"9215170","9","92","9215",2339,2339,1
"7537",Damunupola,"9215190","9","92","9215",1728,1728,1
"7538",Dematanpitiya,"9215120","9","92","9215",1168,3768,3.22602739726027
"7767",Muwapitiya,"9203250","9","92","9203",1263,1263,1
"7769",Naranbedda West,"9203290","9","92","9203",1220,1220,1
"7771",Netiyapana,"9203350","9","92","9203",992,992,1
"7543",Godapola,"9215010","9","92","9215",1384,2784,2.01156069364162
"7546",Hathnapitiya,"9215245","9","92","9215",1128,7028,6.23049645390071
"7564",Palapoluwa,"9215080","9","92","9215",1601,1801,1.12492192379763
"13161",Vilwatta,"1212120","1","12","1212",861,10761,12.4982578397213
"7547",Helamada,"9215005","9","92","9215",2756,3256,1.18142235123367
"7549",Imbulgala,"9215130","9","92","9215",1602,1902,1.187265917603
"12221",Walpola,"1227380","1","12","1227",1023,7723,7.54936461388074
"7565",panakawa,"9215055","9","92","9215",1621,4021,2.48056755089451
"7550",Jeewana,"9215030","9","92","9215",1571,1571,1
"7680",Mahawatta,"9206080","9","92","9206",536,19436,36.2611940298507
"11969",Ratmalana East,"1131060","1","11","1131",721,68821,95.4521497919556
"7551",Kandegedara,"9215045","9","92","9215",2399,2399,1
"7553",Kinigama,"9215185","9","92","9215",2165,2465,1.13856812933025
"12231",Welikadamulla,"1227405","1","12","1227",1297,1897,1.46260601387818
"7554",Kiridana,"9215180","9","92","9215",1138,1238,1.08787346221441
"12771",Udangawa,"1206015","1","12","1206",560,6960,12.4285714285714
"7556",Kurunegoda,"9215230","9","92","9215",1250,2650,2.12
"7557",Lahupana,"9215195","9","92","9215",4269,5369,1.25767158585149
"7558",Makuddala,"9215020","9","92","9215",2686,3386,1.26061057334326
"11979",Avissawella,"1115050","1","11","1115",364,14764,40.5604395604396
"7560",Naberiyawa,"9215150","9","92","9215",2439,4939,2.0250102501025
"7566",Peherambe,"9215075","9","92","9215",1686,1686,1
"7561",Nadeniya,"9215215","9","92","9215",1708,3108,1.81967213114754
"7562",Narangoda,"9215155","9","92","9215",1465,2765,1.88737201365188
"7563",Nawagamuwa,"9215065","9","92","9215",2623,2623,1
"7567",Pindeniya,"9215205","9","92","9215",1295,2695,2.08108108108108
"7568",Pothukoladeniya,"9215200","9","92","9215",2490,3090,1.24096385542169
"7572",Walagama,"9215040","9","92","9215",1303,4603,3.53261703760553
"7569",Renapana,"9215140","9","92","9215",2431,2931,1.20567667626491
"7570",Ruggahathenna,"9215235","9","92","9215",453,653,1.44150110375276
"7571",Udugama,"9215210","9","92","9215",1817,2617,1.44028618602091
"7573",Weragoda,"9215025","9","92","9215",1819,2019,1.10995052226498
"7574",Yattogoda,"9215085","9","92","9215",1794,4394,2.44927536231884
"7576",Ambanpitiya,"9212070","9","92","9212",917,2017,2.19956379498364
"7575",Alapalawala,"9212225","9","92","9212",1401,2101,1.49964311206281
"7862",Kivuldeniya,"9218345","9","92","9218",1524,1524,1
"12266",Pahala Biyanvila Central,"1239100","1","12","1239",414,36914,89.1642512077295
"7577",Athurupana,"9212240","9","92","9212",1194,1194,1
"7601",Hungampola,"9212250","9","92","9212",473,1273,2.69133192389006
"7578",Belihulwana,"9212300","9","92","9212",1658,1658,1
"12120",Hiripitiya North,"1227020","1","12","1227",167,14567,87.2275449101796
"7579",Beragala,"9212075","9","92","9212",1322,8922,6.74886535552194
"7580",Bogala,"9212285","9","92","9212",1627,1627,1
"12037",Ukwatta,"1115055","1","11","1115",344,20244,58.8488372093023
"7581",Bossella,"9212275","9","92","9212",1614,3214,1.99132589838909
"876",Kaikawala,"2118015","2","21","2118",3913,3913,1
"877",Kalalgamuwa,"2118245","2","21","2118",957,957,1
"7582",Bulugahadeniya,"9212165","9","92","9212",1922,2322,1.20811654526535
"7583",Buluruppa,"9212125","9","92","9212",843,2143,2.54211150652432
"7584",Deewela Medagama,"9212135","9","92","9212",1488,1488,1
"7585",Deewela Pallegama,"9212140","9","92","9212",484,784,1.6198347107438
"7586",Dikella,"9212120","9","92","9212",1257,1657,1.31821797931583
"7815",Mahadeniya,"9221175","9","92","9221",1557,15157,9.73474630700064
"12297",Balagalla West,"1209475","1","12","1209",1026,3626,3.53411306042885
"7816",Mahakanda,"9221025","9","92","9221",1790,1790,1
"7588",Dimbulgamuwa,"9212015","9","92","9212",879,879,1
"7589",Diyagama,"9212025","9","92","9212",1701,1801,1.05878894767784
"7590",Ekiriyagala,"9212130","9","92","9212",1347,2647,1.96510764662212
"7650",Dunugama Maliyadda,"9206030","9","92","9206",1743,1743,1
"7819",Medagoda,"9221190","9","92","9221",3642,6942,1.90609555189456
"7591",Eregama,"9212235","9","92","9212",902,1102,1.22172949002217
"7592",Ewunugalla,"9212145","9","92","9212",1744,1744,1
"7594",Ganthuna Pallegama South,"9212305","9","92","9212",1496,1496,1
"878",Kalawala,"2118310","2","21","2118",8364,8564,1.02391200382592
"7593",Ganthuna Pallegama North,"9212280","9","92","9212",1322,1522,1.15128593040847
"7603",Karandupotha,"9212095","9","92","9212",1099,4599,4.18471337579618
"7595",Godigamuwa,"9212215","9","92","9212",1648,2748,1.66747572815534
"7596",Golahela,"9212085","9","92","9212",1554,63454,40.8326898326898
"7597",Gurullawala,"9212255","9","92","9212",1369,1369,1
"7599",Hettimulla,"9212175","9","92","9212",1028,4428,4.30739299610895
"7600",Higgoda,"9212270","9","92","9212",858,858,1
"7602",Kalugalla,"9212030","9","92","9212",1266,1566,1.23696682464455
"7604",Kavudugama,"9212155","9","92","9212",509,1709,3.35756385068762
"7605",Kegalle Town,"9212080","9","92","9212",643,26443,41.1244167962675
"7606",Kolongalla,"9212020","9","92","9212",1171,3671,3.13492741246798
"7607",Mabopitiya,"9212265","9","92","9212",912,912,1
"7608",Makoora,"9212160","9","92","9212",1064,1964,1.84586466165413
"7609",Malavita,"9212210","9","92","9212",2297,3297,1.43535045711798
"7610",Meedeniya North,"9212205","9","92","9212",735,835,1.13605442176871
"7611",Meedeniya South,"9212200","9","92","9212",1131,2731,2.41467727674624
"7681",Makadawara,"9206105","9","92","9206",1075,1675,1.55813953488372
"7612",Meepitiya,"9212040","9","92","9212",1637,31537,19.2651191203421
"7614",Moradana,"9212260","9","92","9212",814,1114,1.36855036855037
"7615",Nilapalagammana,"9212230","9","92","9212",1565,1665,1.06389776357827
"7616",Nilmalgoda,"9212105","9","92","9212",921,2321,2.52008686210641
"7617",Olagankanda,"9212045","9","92","9212",470,3370,7.17021276595745
"7618",Pallewela,"9212090","9","92","9212",893,4093,4.58342665173572
"7619",Paragammana,"9212110","9","92","9212",788,6888,8.74111675126904
"7620",Paranagampola,"9212060","9","92","9212",1175,3975,3.38297872340426
"879",Kalugala,"2118040","2","21","2118",1965,1965,1
"7621",Pussella,"9212010","9","92","9212",1586,2586,1.63051702395965
"12077",Pamankada East,"1127100","1","11","1127",619,62319,100.67689822294
"7622",Puwakdeniya,"9212035","9","92","9212",2239,3039,1.35730236712818
"13537",Dambara,"1309120","1","13","1309",2530,3830,1.51383399209486
"880",Kalugaloya,"2118060","2","21","2118",1187,1187,1
"7625",Siyambalapitiya,"9212005","9","92","9212",1613,2113,1.30998140111593
"7623",Ranwala,"9212055","9","92","9212",1174,51274,43.6746166950596
"7624",Rotuwa,"9212245","9","92","9212",1442,1542,1.06934812760055
"7654",Ganethenna,"9206100","9","92","9206",1105,6605,5.97737556561086
"7626",Thalewala,"9212170","9","92","9212",818,818,1
"7627",Thiyambarahena,"9212290","9","92","9212",1120,1320,1.17857142857143
"7628",Uda Karadupana,"9212100","9","92","9212",1414,1614,1.14144271570014
"6329",Kuruluwewa,"6212045","6","62","6212",1460,1460,1
"7629",Udumagama,"9212185","9","92","9212",2362,2862,1.2116850127011
"7631",Uraulla,"9212065","9","92","9212",1225,1725,1.40816326530612
"13574",Munagama West,"1309265","1","13","1309",476,15476,32.5126050420168
"7632",Wadupola,"9212190","9","92","9212",1974,1974,1
"7634",Wathura,"9212195","9","92","9212",1597,1797,1.12523481527865
"7635",Wewaladeniya,"9212050","9","92","9212",704,3904,5.54545454545455
"7636",Aluthnuwara,"9206200","9","92","9206",1798,2898,1.61179087875417
"7637",Ambadeniya,"9206280","9","92","9206",498,498,1
"7638",Ambalawa,"9206320","9","92","9206",4027,4927,1.22349143282841
"7639",Ambaruppa,"9206310","9","92","9206",139,1639,11.7913669064748
"7641",Attanagoda,"9206060","9","92","9206",2176,2176,1
"7642",Balathgamuwa,"9206325","9","92","9206",514,514,1
"7643",Balawathgama,"9206255","9","92","9206",722,722,1
"7644",Batawala,"9206110","9","92","9206",1249,2249,1.80064051240993
"7645",Beligammana,"9206175","9","92","9206",595,7595,12.7647058823529
"7655",Ginihappitiya  East,"9206305","9","92","9206",757,2057,2.71730515191546
"7646",Daswatta,"9206240","9","92","9206",819,1019,1.24420024420024
"7647",Dehimaduwa,"9206070","9","92","9206",1192,1492,1.25167785234899
"7648",Dodanthale,"9206155","9","92","9206",861,1361,1.58072009291521
"7649",Dumbuluwawa,"9206350","9","92","9206",509,3909,7.67976424361493
"12416",Degawatta,"1230595","1","12","1230",1341,8541,6.36912751677852
"7652",Embilmeewala,"9206265","9","92","9206",1908,2108,1.10482180293501
"7661",Hingula,"9206115","9","92","9206",973,3273,3.36382322713258
"7653",Eraminigammana,"9206275","9","92","9206",1234,1234,1
"7659",Heenatipana,"9206230","9","92","9206",2267,2467,1.08822232024702
"7660",Hemmathagama,"9206340","9","92","9206",1380,1380,1
"7663",Idampitiya,"9206185","9","92","9206",541,2141,3.95748613678373
"7664",Ihala Kotte,"9206020","9","92","9206",1661,1661,1
"7665",Kahawandala,"9206220","9","92","9206",1362,1462,1.07342143906021
"12428",Ganegoda,"1230525","1","12","1230",1069,5969,5.58372310570627
"7668",Kehelpannala East,"9206330","9","92","9206",1391,1391,1
"7669",Kehelpannala West,"9206355","9","92","9206",1141,1141,1
"7670",Kekirigoda,"9206190","9","92","9206",964,3164,3.28215767634855
"12436",Iddamaldeniya,"1230535","1","12","1230",979,1379,1.40858018386108
"12437",Ihala Lunugama,"1230385","1","12","1230",1333,4133,3.10052513128282
"7671",Keppetipola,"9206015","9","92","9206",2037,2037,1
"7672",Kiringadeniya,"9206145","9","92","9206",232,14832,63.9310344827586
"7673",Kondeniya,"9206040","9","92","9206",946,1446,1.52854122621565
"7674",Kongamuwa,"9206170","9","92","9206",869,6269,7.21403912543153
"7781",Thismalpola,"9203190","9","92","9203",1151,1351,1.1737619461338
"7675",Kooragala,"9206290","9","92","9206",543,543,1
"7676",Kumbalgama,"9206250","9","92","9206",593,593,1
"7677",Lewke,"9206245","9","92","9206",1336,1836,1.37425149700599
"7678",Madulbowa,"9206315","9","92","9206",554,2654,4.79061371841155
"7682",Makehelwala,"9206025","9","92","9206",1723,1723,1
"7684",Mawanella,"9206135","9","92","9206",472,6572,13.9237288135593
"7685",Mawela,"9206210","9","92","9206",1275,1975,1.54901960784314
"7688",Nankurugama,"9206165","9","92","9206",913,3213,3.51916757940854
"7689",Owatta,"9206120","9","92","9206",428,2128,4.97196261682243
"7690",Palliporuwa,"9206345","9","92","9206",1011,1111,1.09891196834817
"7691",Panagamuwa,"9206065","9","92","9206",337,337,1
"7693",Rankothdiwala,"9206130","9","92","9206",334,20034,59.9820359281437
"12772",Walanagoda,"1206235","1","12","1206",1176,31476,26.765306122449
"13538",Dikhenagama,"1309270","1","13","1309",415,715,1.72289156626506
"12462",Malinda East,"1230580","1","12","1230",660,7460,11.3030303030303
"12129",Kahatovita,"1227630","1","12","1227",191,3891,20.3717277486911
"7695",Thambavita,"9206270","9","92","9206",2734,2834,1.03657644476957
"7696",Uda Makadawara,"9206095","9","92","9206",1542,3242,2.10246433203632
"7698",Uyanwatta,"9206195","9","92","9206",447,6047,13.5279642058166
"7699",Wadiyathenna,"9206335","9","92","9206",438,3638,8.30593607305936
"7700",Waduwawala,"9206295","9","92","9206",1345,1345,1
"12470",Meddegama South,"1230185","1","12","1230",1018,1318,1.29469548133595
"7701",Warakapana,"9206215","9","92","9206",862,862,1
"7702",Weganthale,"9206005","9","92","9206",3089,3489,1.12949174490126
"7703",Weligalla,"9206150","9","92","9206",692,792,1.14450867052023
"7704",Weragoda,"9206285","9","92","9206",1380,1380,1
"7713",Dambulla,"9203085","9","92","9203",1054,1054,1
"7719",Dombemada West,"9203010","9","92","9203",664,764,1.15060240963855
"7705",Werake,"9206260","9","92","9206",2141,2441,1.1401214385801
"7706",Yatimahana,"9206010","9","92","9206",2417,3217,1.33098882912702
"7707",Alugolla,"9203025","9","92","9203",869,869,1
"7708",Ambuwangala,"9203305","9","92","9203",1207,1207,1
"7709",Bathambure,"9203330","9","92","9203",855,2355,2.75438596491228
"7712",Daluggala,"9203265","9","92","9203",163,763,4.68098159509202
"12490",Pallegama South,"1230195","1","12","1230",882,3282,3.72108843537415
"7927",Kithulgala South,"9227160","9","92","9227",8879,8879,1
"7714",Deegana Kanda,"9203375","9","92","9203",1312,2012,1.53353658536585
"7715",Deldeniya,"9203400","9","92","9203",674,774,1.14836795252225
"7716",Deliwala,"9203090","9","92","9203",1718,2518,1.46565774155995
"7717",Diyasunnatha,"9203220","9","92","9203",216,3316,15.3518518518519
"7718",Dombemada East,"9203005","9","92","9203",813,913,1.1230012300123
"12530",Wanaluwawa South,"1230550","1","12","1230",1008,1708,1.69444444444444
"7720",Dunukewala,"9203315","9","92","9203",1286,1386,1.07776049766719
"7721",Eriyagolla,"9203150","9","92","9203",226,226,1
"7722",Eriyawa,"9203210","9","92","9203",558,5458,9.78136200716846
"7724",Gabbala South,"9203035","9","92","9203",2115,2215,1.04728132387707
"6243",Yatakalana,"6239070","6","62","6239",1260,1560,1.23809523809524
"7725",Galpala,"9203420","9","92","9203",888,888,1
"7726",Gangoda,"9203380","9","92","9203",1038,1138,1.09633911368015
"7727",Godagandeniya,"9203230","9","92","9203",737,837,1.13568521031208
"7876",Metiyagane,"9218060","9","92","9218",587,587,1
"7728",Halagiriya,"9203245","9","92","9203",979,979,1
"12514",Thalgaswatta,"1230150","1","12","1230",101,101,1
"7730",Halwatta,"9203045","9","92","9203",714,714,1
"7731",Hangawela,"9203095","9","92","9203",883,883,1
"12686",Thudella South,"1221065","1","12","1221",256,23956,93.578125
"7732",Heenabowa,"9203135","9","92","9203",341,341,1
"7736",Hurimaluwa,"9203205","9","92","9203",888,17188,19.3558558558559
"7940",Theligama,"9227140","9","92","9227",2124,3024,1.42372881355932
"12773",Walpola,"1206180","1","12","1206",1679,1679,1
"7733",Henepola,"9203370","9","92","9203",1872,2472,1.32051282051282
"12521",Udamapitigama,"1230625","1","12","1230",1325,7225,5.45283018867925
"7734",Hewadiwela,"9203050","9","92","9203",993,1793,1.80563947633434
"7737",Ihala Walpola,"9203100","9","92","9203",1257,1457,1.15910898965792
"7738",Imbulgasdeniya,"9203300","9","92","9203",1142,7042,6.16637478108581
"7739",Kadigamuwa,"9203240","9","92","9203",1955,2655,1.35805626598465
"11792",Dodamgahahena,"1106230","1","11","1106",168,16968,101
"12534",Welgama,"1230640","1","12","1230",1205,6505,5.39834024896266
"7740",Kansalagamuwa,"9203130","9","92","9203",1769,1769,1
"7741",Kanugolla,"9203110","9","92","9203",592,792,1.33783783783784
"7742",Kavudaulla,"9203430","9","92","9203",415,1515,3.65060240963855
"7747",Kivulpana,"9203405","9","92","9203",851,851,1
"7743",Kehelwathugoda,"9203310","9","92","9203",3590,6890,1.91922005571031
"7744",Kempitiya,"9203235","9","92","9203",902,902,1
"7745",Kiriwallapitiya,"9203145","9","92","9203",346,1446,4.17919075144509
"7746",Kiriwandeniya,"9203345","9","92","9203",1415,1415,1
"7748",Koorempola,"9203275","9","92","9203",709,1809,2.55148095909732
"7749",Kossinna,"9203125","9","92","9203",1188,1188,1
"7750",Kotagama,"9203340","9","92","9203",1365,1365,1
"7758",Mahagama,"9203040","9","92","9203",774,874,1.12919896640827
"7751",Kotawella,"9203105","9","92","9203",1335,1335,1
"7753",Kudagama North,"9203060","9","92","9203",1067,1567,1.46860356138707
"12933",Galloluwa East,"1215295","1","12","1215",529,13629,25.7637051039698
"7754",Kudagama South,"9203065","9","92","9203",409,409,1
"7755",Kumbaldiwela,"9203415","9","92","9203",1780,3080,1.73033707865168
"7756",Kumbaloluwa,"9203425","9","92","9203",474,974,2.05485232067511
"7763",Meeduma,"9203200","9","92","9203",1663,2563,1.5411906193626
"7757",Madawala,"9203225","9","92","9203",505,2505,4.96039603960396
"7780",Thaldewa,"9203165","9","92","9203",584,684,1.17123287671233
"7759",Maligathenna,"9203020","9","92","9203",460,460,1
"7760",Mangalagama,"9203445","9","92","9203",1284,3084,2.40186915887851
"11574",Udyanaya,"1130050","1","11","1130",340,30340,89.2352941176471
"7761",Marukwathura,"9203295","9","92","9203",2813,3713,1.31994312122289
"13809",Deldorawatta,"1318045","1","13","1318",1527,4127,2.70268500327439
"7762",Medagaladeniya,"9203070","9","92","9203",462,662,1.43290043290043
